,timestamp,price,id,name,symbol,Open,High,Low,Close,market_cap,total_volumen,retorno_diario,retorno_semanal,retorno_mensual,retorno_trimestral
0,2022-01-31,3.7172059161672735,gains-network,Gains Network,gns,3.8583714981322257,3.8583714981322257,3.7172059161672735,3.7172059161672735,88078787.8683064,586399.2068527649,-0.03658682997043916,-0.001106219617465265,0.28983577316316556,2.5051209582566556
1,2022-02-01,3.7249477355982816,gains-network,Gains Network,gns,3.7172059161672735,3.7249477355982816,3.7172059161672735,3.7249477355982816,87837431.92882101,1278126.8665949644,0.0020826985659676556,-0.06467280484095073,0.15330625437457046,2.5124210686499597
2,2022-02-02,3.922074194687876,gains-network,Gains Network,gns,3.7249477355982816,3.922074194687876,3.7249477355982816,3.922074194687876,92602994.42432508,611214.0821848854,0.05292059730280552,-0.0166576578000317,0.21945029176989372,2.119916786388695
3,2022-02-03,3.719121228553899,gains-network,Gains Network,gns,3.922074194687876,3.922074194687876,3.719121228553899,3.719121228553899,87719480.4666875,1432622.4477408184,-0.051746335244973185,0.0629832311930354,0.1807021344075097,2.2645208237096757
4,2022-02-04,3.7190682898308047,gains-network,Gains Network,gns,3.719121228553899,3.719121228553899,3.7190682898308047,3.7190682898308047,87955848.89093639,1018348.1191770368,-1.4234202071028434e-05,0.18053622760271382,0.38971584194322273,2.4684817141236084
5,2022-02-05,3.795425626521957,gains-network,Gains Network,gns,3.7190682898308047,3.795425626521957,3.7190682898308047,3.795425626521957,90089886.61527522,772055.6080169169,0.020531308042914587,-0.026819176158444757,0.5513093650946372,2.349610272846877
6,2022-02-06,3.841141967998607,gains-network,Gains Network,gns,3.795425626521957,3.841141967998607,3.795425626521957,3.841141967998607,90870256.93846108,125497.26010715489,0.012045115877700185,-0.004465492797144921,0.004252053654064003,2.4777389973716577
7,2022-02-07,3.8217362133423687,gains-network,Gains Network,gns,3.841141967998607,3.841141967998607,3.8217362133423687,3.8217362133423687,90779563.55662584,275670.5001948953,-0.005052079516433383,0.028120663620075703,-0.02755128169372756,2.693356573609799
8,2022-02-08,3.799090832624022,gains-network,Gains Network,gns,3.8217362133423687,3.8217362133423687,3.799090832624022,3.799090832624022,89505951.61318484,867974.0478667191,-0.005925416997459854,0.019904466394836895,-0.11694618700633952,2.896272913116078
9,2022-02-09,3.771316756766959,gains-network,Gains Network,gns,3.799090832624022,3.799090832624022,3.771316756766959,3.771316756766959,89097495.32719113,848446.2853467308,-0.007310716453146626,-0.038438191231850105,-0.23336022728191608,2.5992794664461023
