,timestamp,price,id,name,symbol,Open,High,Low,Close,market_cap,total_volumen
0,2023-05-31,0.0112028581864558,open-exchange-token,Open Exchange Token,ox,0.0112028581864558,0.0112028581864558,0.0112028581864558,0.0112028581864558,0.0,192954.22807035304
1,2023-06-01,0.0112028581864558,open-exchange-token,Open Exchange Token,ox,0.0112028581864558,0.0112028581864558,0.0112028581864558,0.0112028581864558,0.0,192954.22807035304
2,2023-06-02,0.011599144595395,open-exchange-token,Open Exchange Token,ox,0.0112028581864558,0.011599144595395,0.0112028581864558,0.011599144595395,0.0,618609.4188797818
3,2023-06-03,0.011261568219671,open-exchange-token,Open Exchange Token,ox,0.011599144595395,0.011599144595395,0.011261568219671,0.011261568219671,0.0,344754.28364691377
4,2023-06-04,0.0110897464991487,open-exchange-token,Open Exchange Token,ox,0.011261568219671,0.011261568219671,0.0110897464991487,0.0110897464991487,0.0,53596.2713401568
5,2023-06-05,0.0114391234444067,open-exchange-token,Open Exchange Token,ox,0.0110897464991487,0.0114391234444067,0.0110897464991487,0.0114391234444067,0.0,205867.8630226116
6,2023-06-06,0.0124540928694445,open-exchange-token,Open Exchange Token,ox,0.0114391234444067,0.0124540928694445,0.0114391234444067,0.0124540928694445,0.0,901957.1966900304
7,2023-06-07,0.0188948618748099,open-exchange-token,Open Exchange Token,ox,0.0124540928694445,0.0188948618748099,0.0124540928694445,0.0188948618748099,0.0,2760969.447350483
8,2023-06-08,0.0229393570926549,open-exchange-token,Open Exchange Token,ox,0.0188948618748099,0.0229393570926549,0.0188948618748099,0.0229393570926549,0.0,12977946.330552548
9,2023-06-09,0.0272818011488428,open-exchange-token,Open Exchange Token,ox,0.0229393570926549,0.0272818011488428,0.0229393570926549,0.0272818011488428,0.0,6369296.87490263
10,2023-06-10,0.0207877505597429,open-exchange-token,Open Exchange Token,ox,0.0272818011488428,0.0272818011488428,0.0207877505597429,0.0207877505597429,0.0,5263535.38935569
11,2023-06-11,0.0229605338237714,open-exchange-token,Open Exchange Token,ox,0.0207877505597429,0.0229605338237714,0.0207877505597429,0.0229605338237714,0.0,3402892.522660787
12,2023-06-12,0.0235731744348998,open-exchange-token,Open Exchange Token,ox,0.0229605338237714,0.0235731744348998,0.0229605338237714,0.0235731744348998,0.0,994650.0828051748
13,2023-06-13,0.0249215521975339,open-exchange-token,Open Exchange Token,ox,0.0235731744348998,0.0249215521975339,0.0235731744348998,0.0249215521975339,0.0,3503844.2673965497
14,2023-06-14,0.0229031300363212,open-exchange-token,Open Exchange Token,ox,0.0249215521975339,0.0249215521975339,0.0229031300363212,0.0229031300363212,0.0,586735.2734695508
15,2023-06-15,0.0220641014822223,open-exchange-token,Open Exchange Token,ox,0.0229031300363212,0.0229031300363212,0.0220641014822223,0.0220641014822223,56937313.2446344,1329603.7643377252
16,2023-06-16,0.0245682512698512,open-exchange-token,Open Exchange Token,ox,0.0220641014822223,0.0245682512698512,0.0220641014822223,0.0245682512698512,64499446.91645475,972119.1999092588
17,2023-06-17,0.0258386864603547,open-exchange-token,Open Exchange Token,ox,0.0245682512698512,0.0258386864603547,0.0245682512698512,0.0258386864603547,70897358.02964814,3174660.4661986656
18,2023-06-18,0.024057457898229,open-exchange-token,Open Exchange Token,ox,0.0258386864603547,0.0258386864603547,0.024057457898229,0.024057457898229,66405460.72186272,1345272.8449404647
19,2023-06-19,0.0249348180696266,open-exchange-token,Open Exchange Token,ox,0.024057457898229,0.0249348180696266,0.024057457898229,0.0249348180696266,70389339.02127285,1653257.8542873885
20,2023-06-20,0.0248217270660335,open-exchange-token,Open Exchange Token,ox,0.0249348180696266,0.0249348180696266,0.0248217270660335,0.0248217270660335,70317302.0082591,1490493.234726747
21,2023-06-21,0.0269919987436794,open-exchange-token,Open Exchange Token,ox,0.0248217270660335,0.0269919987436794,0.0248217270660335,0.0269919987436794,76632696.79265258,857362.6551010361
22,2023-06-22,0.0298761702973825,open-exchange-token,Open Exchange Token,ox,0.0269919987436794,0.0298761702973825,0.0269919987436794,0.0298761702973825,85360860.96402605,2841706.583572672
